ID,Attrition,AgeCat,Age,Educ_Field,Education,EducationField,BusinessTravel,JobLevel,JobRole,Department,StockOptionLevel,OverTime,PerformanceRating,MonthlyIncome,PercentSalaryHike,MonthlyRate,DailyRate,HourlyRate,DistanceFromHome,EESatisfaction,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,Gender,MaritalStatus,OtherCoExp,NumCompaniesWorked,PriorExpYrs,TotalWorkingYears,ServiceCat,YearsAtCompany,PromoLast3,YearsSinceLastPromotion,YearsInCurrentRole,YearsWithCurrManager,Over18,StandardHours,EmployeeCount,EmployeeNumber,Rand
323,No,30-35,30,4_Life Sciences,4,Life Sciences,Frequently,1,Research Scientist,Research & Development,1,0,3,3761,12,2373,1012,75,5,2.4,2,2,4,2,2,3,Male,Divorced,1,9,5,10,5-8,5,0,0,4,3,Y,80,1,861,-0.612320431
324,No,45-50,46,4_Life Sciences,4,Life Sciences,Rarely,2,Research Scientist,Research & Development,3,1,4,4615,23,21029,1003,74,8,2.2,4,2,1,1,3,2,Female,Divorced,1,8,3,19,10+,16,1,1,13,7,Y,80,1,1080,-0.611558721
325,No,35-40,39,1_Life Sciences,1,Life Sciences,Rarely,4,Manufacturing Director,Research & Development,1,0,3,12742,16,7060,466,65,1,3.2,4,2,4,3,3,3,Female,Married,0,1,0,21,10+,21,0,11,6,8,Y,80,1,1026,-0.60903038
326,No,25-30,27,3_Life Sciences,3,Life Sciences,Rarely,1,Research Scientist,Research & Development,0,0,3,2318,19,17808,618,76,4,2.8,2,3,3,3,3,2,Female,Single,0,1,0,1,1-3,1,0,0,1,0,Y,80,1,933,-0.608284671
327,No,40-45,44,3_Medical,3,Medical,Rarely,5,Research Director,Research & Development,1,1,3,19049,14,3549,1313,31,7,3,2,3,4,4,2,4,Female,Divorced,1,0,1,23,10+,22,1,1,7,10,Y,80,1,1608,-0.604658747
328,No,40-45,42,4_Life Sciences,4,Life Sciences,Rarely,2,Research Scientist,Research & Development,1,1,3,5410,17,11189,557,35,18,2.6,4,3,1,3,2,3,Male,Divorced,1,6,5,9,3-5,4,1,1,3,2,Y,80,1,1998,-0.59850837
329,No,35-40,38,3_Medical,3,Medical,Frequently,2,Research Scientist,Research & Development,1,1,3,2133,16,18115,1394,58,8,2.8,4,2,2,3,3,3,Female,Divorced,0,1,0,20,10+,20,0,0,11,7,Y,80,1,1937,-0.596991253
330,No,40-45,42,3_Human Resources,3,Human Resources,Rarely,4,Manager,Human Resources,1,0,3,16799,14,16616,1147,31,10,2.6,3,3,1,3,3,5,Female,Married,1,0,1,21,10+,20,0,0,7,9,Y,80,1,1408,-0.594937286
331,No,45-50,49,3_Life Sciences,3,Life Sciences,Rarely,4,Manager,Research & Development,0,0,3,15379,14,22384,809,36,1,2.6,3,3,3,1,3,2,Male,Single,1,4,15,23,8-10,8,0,0,7,0,Y,80,1,1677,-0.587395265
332,Yes,30-35,32,4_Medical,4,Medical,Rarely,3,Sales Executive,Sales,0,0,3,10400,11,25812,1045,32,4,2.8,4,1,4,3,2,2,Male,Married,0,1,0,14,10+,14,0,9,8,8,Y,80,1,291,-0.586041997
333,Yes,40-45,44,2_Medical,2,Medical,Frequently,1,Research Scientist,Research & Development,3,1,3,2342,12,11092,429,99,1,2.6,3,3,2,3,2,2,Male,Divorced,1,1,1,6,5-8,5,1,2,3,3,Y,80,1,1792,-0.584009199
334,No,25-30,27,2_Life Sciences,2,Life Sciences,Rarely,3,Manufacturing Director,Research & Development,0,0,3,7412,11,6009,608,68,1,2.8,3,3,1,4,3,3,Female,Married,0,1,0,9,8-10,9,0,0,7,7,Y,80,1,725,-0.583773137
335,No,50+,59,4_Human Resources,4,Human Resources,0ne,5,Manager,Human Resources,1,0,4,18844,21,21922,1420,32,2,3.2,3,2,4,4,3,3,Female,Married,1,9,27,30,3-5,3,1,2,2,2,Y,80,1,140,-0.582031172
336,Yes,30-35,33,4_Medical,4,Medical,Frequently,2,Research Scientist,Research & Development,0,0,4,4508,22,3129,827,54,29,2.2,1,2,3,2,3,4,Female,Single,1,1,1,14,10+,13,1,3,7,8,Y,80,1,1101,-0.580640213
337,No,35-40,35,2_Marketing,2,Marketing,Frequently,2,Sales Executive,Sales,1,0,3,4968,11,18500,1182,54,11,3.6,4,3,4,4,3,3,Male,Divorced,0,1,0,5,5-8,5,0,0,2,2,Y,80,1,1137,-0.577596627
338,No,30-35,34,1_Life Sciences,1,Life Sciences,Frequently,2,Healthcare Representative,Research & Development,0,0,3,7756,17,22266,618,45,3,2.6,1,3,4,3,2,1,Male,Single,1,0,1,7,5-8,6,0,0,2,4,Y,80,1,1103,-0.576966191
339,Yes,50+,50,4_Other,4,Other,Frequently,2,Sales Executive,Sales,0,1,3,4728,14,17251,959,81,1,3.4,4,3,3,4,3,4,Male,Single,1,3,5,5,0-1,0,0,0,0,0,Y,80,1,1113,-0.571732635
340,No,25-30,27,4_Life Sciences,4,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,1,0,3,2341,13,19715,1240,33,2,3,4,3,1,4,3,6,Female,Divorced,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,54,-0.568770664
341,No,35-40,36,4_Life Sciences,4,Life Sciences,Rarely,1,Research Scientist,Research & Development,1,1,3,3419,14,13072,852,82,5,2.6,2,2,1,4,4,3,Female,Married,1,9,5,6,1-3,1,0,0,1,0,Y,80,1,51,-0.560064381
342,No,25-30,28,3_Life Sciences,3,Life Sciences,Frequently,1,Laboratory Technician,Research & Development,1,1,3,3867,12,14222,193,52,2,3,4,2,4,2,3,2,Male,Married,0,1,0,2,1-3,2,1,2,2,2,Y,80,1,1296,-0.550489052
343,No,30-35,33,3_Life Sciences,3,Life Sciences,Rarely,3,Healthcare Representative,Research & Development,1,0,3,7119,15,21214,654,34,5,3.2,4,2,4,3,3,2,Male,Divorced,1,4,6,9,3-5,3,1,1,2,2,Y,80,1,1099,-0.547878264
344,No,30-35,30,3_Medical,3,Medical,Frequently,1,Research Scientist,Research & Development,1,0,4,2083,20,22653,160,71,3,3,3,3,3,3,3,2,Female,Divorced,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,680,-0.546031148
345,No,30-35,30,4_Life Sciences,4,Life Sciences,Rarely,2,Sales Executive,Sales,3,0,3,4115,19,13192,1329,61,29,2.6,3,3,1,3,3,3,Male,Divorced,1,8,4,8,3-5,4,0,0,3,3,Y,80,1,1211,-0.545786857
346,No,35-40,39,4_Marketing,4,Marketing,Rarely,4,Sales Executive,Sales,0,0,3,13341,12,25098,119,77,15,2,2,3,1,1,3,3,Male,Single,1,0,1,21,10+,20,0,11,8,10,Y,80,1,1975,-0.543348457
347,No,30-35,34,2_Life Sciences,2,Life Sciences,Frequently,2,Manufacturing Director,Research & Development,0,0,3,4033,11,15834,1003,95,2,3.2,4,3,3,4,2,3,Male,Single,1,2,2,5,3-5,3,0,0,2,2,Y,80,1,1140,-0.542567423
348,No,25-30,26,3_Life Sciences,3,Life Sciences,Frequently,2,Manufacturing Director,Research & Development,1,0,4,6397,20,26767,1479,84,1,2,3,3,2,1,1,6,Female,Divorced,0,1,0,6,5-8,6,1,1,5,4,Y,80,1,384,-0.540826155
349,No,40-45,44,3_Life Sciences,3,Life Sciences,0ne,1,Research Scientist,Research & Development,0,0,3,2290,13,4279,111,74,17,3,4,1,3,4,3,3,Male,Single,1,2,6,6,0-1,0,0,0,0,0,Y,80,1,1206,-0.536283895
350,No,50+,56,3_Medical,3,Medical,Rarely,4,Healthcare Representative,Research & Development,0,0,3,11103,11,20420,832,81,9,3,3,3,4,3,2,1,Male,Married,1,7,20,30,10+,10,1,1,7,1,Y,80,1,762,-0.535829472
351,No,40-45,42,3_Medical,3,Medical,Rarely,3,Research Director,Research & Development,1,0,3,13348,13,14842,1396,83,6,2.6,3,3,1,2,4,3,Male,Married,1,9,5,18,10+,13,0,5,7,7,Y,80,1,1911,-0.534800147
352,No,30-35,31,3_Technical Degree,3,Technical Degree,Rarely,2,Sales Executive,Sales,1,0,3,6929,11,12241,218,100,7,2.8,2,4,4,2,2,3,Male,Married,1,4,2,10,8-10,8,0,7,7,7,Y,80,1,416,-0.532262225
353,No,40-45,40,2_Medical,2,Medical,Frequently,2,Research Scientist,Research & Development,1,1,3,4422,13,21203,902,92,26,2.8,3,2,4,4,1,3,Female,Married,1,3,15,16,1-3,1,0,0,1,0,Y,80,1,1180,-0.531980259
354,No,40-45,40,2_Life Sciences,2,Life Sciences,0ne,2,Healthcare Representative,Research & Development,0,1,3,4069,18,8841,1142,72,8,3.4,4,3,4,3,3,2,Male,Divorced,1,3,6,8,1-3,2,1,2,2,2,Y,80,1,1552,-0.529505693
355,No,40-45,41,1_Marketing,1,Marketing,Rarely,3,Sales Executive,Sales,1,1,3,10447,13,26458,796,81,4,3.4,3,3,3,4,4,3,Female,Divorced,1,0,1,23,10+,22,0,13,14,5,Y,80,1,1815,-0.526541573
356,No,30-35,34,3_Other,3,Other,Rarely,2,Sales Executive,Sales,0,0,3,4759,18,15891,1326,81,3,2.6,4,1,1,4,3,2,Male,Single,1,3,2,15,10+,13,1,3,9,12,Y,80,1,1478,-0.525422571
357,No,25-30,26,3_Other,3,Other,Rarely,1,Research Scientist,Research & Development,0,0,3,2368,19,23300,841,46,6,2.4,3,2,2,3,2,3,Female,Married,0,1,0,5,5-8,5,0,4,4,3,Y,80,1,164,-0.522455103
358,Yes,25-30,29,5_Technical Degree,5,Technical Degree,Rarely,1,Research Scientist,Research & Development,0,0,3,2546,16,18300,408,71,25,2.6,3,2,2,2,4,2,Female,Married,1,5,4,6,1-3,2,1,1,2,1,Y,80,1,565,-0.516043819
359,No,30-35,32,3_Medical,3,Medical,Rarely,2,Manufacturing Director,Research & Development,1,1,4,6162,22,10877,427,33,1,2.6,1,3,4,2,3,3,Male,Married,0,1,0,9,8-10,9,0,7,8,8,Y,80,1,78,-0.514210534
360,No,35-40,36,3_Life Sciences,3,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,1,0,3,3210,11,20251,1403,47,6,3.4,4,3,4,3,3,4,Male,Married,1,0,1,16,10+,15,0,10,13,11,Y,80,1,373,-0.511818202
361,No,50+,52,4_Life Sciences,4,Life Sciences,Rarely,5,Manager,Research & Development,1,0,3,19999,14,5678,699,65,1,2.4,3,2,3,1,3,5,Male,Married,1,0,1,34,10+,33,0,11,18,9,Y,80,1,259,-0.507742506
362,Yes,25-30,29,3_Technical Degree,3,Technical Degree,Frequently,1,Sales Representative,Sales,0,0,3,1091,17,10642,746,45,24,3,3,4,1,4,3,3,Male,Single,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,1928,-0.504520716
363,Yes,50+,52,1_Marketing,1,Marketing,Rarely,5,Manager,Sales,1,0,3,19845,15,25846,266,57,2,2.6,1,1,4,4,3,3,Female,Married,1,1,1,33,10+,32,0,6,14,9,Y,80,1,1038,-0.497282898
364,No,40-45,40,2_Medical,2,Medical,Rarely,5,Research Director,Research & Development,1,0,3,19436,19,5949,1416,49,2,2.8,1,3,3,4,3,5,Male,Divorced,1,0,1,22,10+,21,1,3,7,9,Y,80,1,352,-0.482624169
365,No,50+,55,2_Medical,2,Medical,Rarely,5,Manager,Research & Development,1,0,3,19187,14,6992,282,58,2,3,4,1,3,4,3,5,Female,Married,1,4,4,23,10+,19,0,9,9,11,Y,80,1,1336,-0.478665271
366,No,50+,56,3_Life Sciences,3,Life Sciences,Frequently,4,Sales Executive,Sales,3,0,3,13212,11,18256,906,86,6,2.8,3,4,1,4,2,0,Female,Married,1,9,29,36,5-8,7,0,7,7,7,Y,80,1,532,-0.47784057
367,No,30-35,34,3_Medical,3,Medical,Frequently,2,Laboratory Technician,Research & Development,2,0,3,4444,13,22534,135,46,19,3,3,3,2,3,4,2,Female,Divorced,1,4,4,15,10+,11,0,5,8,10,Y,80,1,1285,-0.476230203
368,No,40-45,40,2_Medical,2,Medical,Rarely,2,Sales Executive,Sales,0,0,3,5473,12,19345,1342,47,9,2.6,1,3,1,4,4,5,Male,Married,1,0,1,9,8-10,8,0,7,4,1,Y,80,1,1548,-0.476005106
369,No,<25,23,3_Technical Degree,3,Technical Degree,Rarely,1,Research Scientist,Research & Development,1,0,3,2073,16,12826,977,45,10,3.6,4,4,3,4,3,2,Male,Married,1,2,2,4,1-3,2,1,2,2,2,Y,80,1,1592,-0.475261244
370,No,30-35,32,4_Medical,4,Medical,Rarely,2,Research Scientist,Research & Development,0,0,3,5055,16,10557,1018,74,2,2.8,1,4,4,3,2,0,Female,Single,1,7,3,10,5-8,7,0,0,7,7,Y,80,1,439,-0.474354164
371,No,30-35,31,1_Life Sciences,1,Life Sciences,Frequently,2,Manufacturing Director,Research & Development,1,0,3,4148,12,11275,853,96,1,2.6,3,3,1,3,3,1,Female,Married,0,1,0,4,3-5,4,0,0,3,3,Y,80,1,1011,-0.474255121
372,No,30-35,30,4_Other,4,Other,0ne,3,Sales Executive,Sales,0,0,3,8412,11,2890,1398,69,22,2.6,3,3,1,3,3,3,Female,Married,1,0,1,10,8-10,9,0,7,8,8,Y,80,1,567,-0.474096238
373,No,45-50,45,3_Life Sciences,3,Life Sciences,Frequently,3,Laboratory Technician,Research & Development,1,0,3,5210,18,20308,1249,97,7,1.8,1,3,1,1,3,2,Male,Divorced,0,1,0,24,10+,24,0,9,9,11,Y,80,1,425,-0.469002995
374,No,35-40,37,3_Medical,3,Medical,Rarely,1,Research Scientist,Research & Development,1,0,3,3936,11,9953,1470,71,10,1.8,2,3,2,1,1,2,Female,Married,0,1,0,8,8-10,8,0,7,4,7,Y,80,1,1640,-0.464741365
375,No,<25,20,1_Life Sciences,1,Life Sciences,Rarely,1,Sales Representative,Sales,0,0,3,2728,11,21082,727,54,9,2.4,4,3,1,1,3,3,Male,Single,0,1,0,2,1-3,2,0,0,2,2,Y,80,1,1680,-0.464171254
376,No,50+,50,5_Medical,5,Medical,Frequently,4,Research Director,Research & Development,0,1,3,14411,13,24450,333,88,22,3,3,1,4,4,3,2,Male,Single,0,1,0,32,10+,32,0,13,6,9,Y,80,1,1539,-0.462728034
377,Yes,35-40,36,4_Life Sciences,4,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,0,0,3,2743,16,8269,885,43,16,2.8,3,4,1,3,3,1,Female,Single,1,1,1,18,10+,17,0,15,13,14,Y,80,1,1042,-0.458840143
378,No,40-45,42,4_Marketing,4,Marketing,Rarely,2,Sales Executive,Sales,2,1,3,5087,12,2900,419,77,12,3,2,3,4,3,3,4,Male,Divorced,1,3,14,14,0-1,0,0,0,0,0,Y,80,1,1943,-0.456262936
379,No,25-30,29,1_Life Sciences,1,Life Sciences,Rarely,1,Research Scientist,Research & Development,1,1,3,2168,18,26933,942,69,15,2,2,1,4,1,2,2,Female,Married,1,0,1,6,5-8,5,1,1,4,3,Y,80,1,1202,-0.454901195
380,Yes,30-35,30,3_Life Sciences,3,Life Sciences,Rarely,1,Research Scientist,Research & Development,0,1,3,2132,11,11539,138,48,22,2.4,1,3,3,2,3,2,Female,Married,1,4,2,7,5-8,5,0,0,2,1,Y,80,1,1004,-0.454644154
381,No,45-50,47,5_Life Sciences,5,Life Sciences,Rarely,5,Research Director,Research & Development,1,0,3,18300,11,16375,1482,42,5,3,4,3,3,2,3,2,Male,Married,1,4,18,21,3-5,3,1,1,2,1,Y,80,1,447,-0.453677459
382,No,25-30,26,1_Life Sciences,1,Life Sciences,Rarely,1,Human Resources,Human Resources,1,0,4,2942,23,8916,1355,61,25,3.2,3,3,3,4,3,3,Female,Married,0,1,0,8,8-10,8,0,5,7,7,Y,80,1,177,-0.45326701
383,No,45-50,48,3_Marketing,3,Marketing,Rarely,2,Sales Executive,Sales,3,0,3,5486,11,24795,1221,96,7,2.2,3,3,1,1,3,3,Male,Divorced,1,4,13,15,1-3,2,1,2,2,2,Y,80,1,1466,-0.448037831
384,No,<25,23,1_Technical Degree,1,Technical Degree,Rarely,1,Sales Representative,Sales,1,0,3,2322,13,9518,541,62,2,2.6,3,3,1,3,3,3,Male,Divorced,1,3,3,3,0-1,0,0,0,0,0,Y,80,1,113,-0.445788819
385,Yes,50+,51,4_Life Sciences,4,Life Sciences,Rarely,1,Research Scientist,Research & Development,3,1,3,2461,12,10332,1323,34,4,2.8,1,3,3,3,4,2,Male,Married,1,9,8,18,10+,10,1,2,0,7,Y,80,1,1081,-0.435033662
386,No,35-40,38,3_Technical Degree,3,Technical Degree,Rarely,3,Research Director,Research & Development,1,0,3,13582,13,16292,1333,80,1,2.6,4,3,1,2,3,3,Female,Married,0,1,0,15,10+,15,0,5,12,11,Y,80,1,950,-0.433716664
387,No,35-40,35,3_Marketing,3,Marketing,Frequently,3,Sales Executive,Sales,0,0,3,8789,14,9096,944,92,1,2.8,3,3,3,1,4,3,Female,Single,0,1,0,10,10+,10,0,0,7,8,Y,80,1,314,-0.430193583
388,No,25-30,29,3_Technical Degree,3,Technical Degree,Rarely,2,Manufacturing Director,Research & Development,2,0,3,4262,12,22645,232,34,19,3.4,4,3,4,2,4,2,Male,Divorced,1,4,5,8,3-5,3,1,1,2,2,Y,80,1,611,-0.427513775
389,No,35-40,36,4_Life Sciences,4,Life Sciences,Rarely,2,Sales Representative,Sales,0,0,3,4502,15,7439,530,51,2,3,3,3,4,3,2,2,Female,Single,1,3,4,17,10+,13,0,6,7,7,Y,80,1,1710,-0.42729618
390,Yes,<25,21,1_Technical Degree,1,Technical Degree,Frequently,1,Sales Representative,Sales,0,1,3,2174,11,9150,756,99,1,2.2,1,2,2,3,3,3,Female,Single,0,1,0,3,3-5,3,1,1,2,2,Y,80,1,478,-0.425748326
391,No,30-35,34,2_Life Sciences,2,Life Sciences,Rarely,2,Sales Executive,Sales,1,0,3,6500,17,13305,1111,93,8,2.4,3,3,1,2,3,1,Female,Married,1,5,3,6,3-5,3,1,1,2,2,Y,80,1,808,-0.422959228
392,No,25-30,26,3_Marketing,3,Marketing,Rarely,2,Sales Executive,Sales,1,1,3,4157,19,21436,1443,47,23,2.8,3,2,4,3,2,2,Female,Married,1,7,3,5,1-3,2,0,0,2,0,Y,80,1,72,-0.422031398
393,No,30-35,31,2_Medical,2,Medical,0ne,1,Research Scientist,Research & Development,1,1,3,3065,13,3995,976,48,3,3,3,3,1,4,4,3,Male,Divorced,0,1,0,4,3-5,4,1,2,2,3,Y,80,1,1948,-0.421985064
394,No,50+,60,3_Marketing,3,Marketing,Frequently,3,Sales Executive,Sales,0,0,3,10266,19,2845,1499,80,28,2.8,3,2,1,4,4,5,Female,Married,1,4,4,22,10+,18,0,13,13,11,Y,80,1,573,-0.420507267
395,No,40-45,42,1_Medical,1,Medical,Frequently,1,Research Scientist,Research & Development,0,1,3,2515,14,9068,1271,35,2,3.2,2,3,4,4,3,2,Male,Single,1,5,6,8,1-3,2,1,2,1,2,Y,80,1,875,-0.420282087
396,No,30-35,31,4_Life Sciences,4,Life Sciences,Rarely,1,Research Scientist,Research & Development,1,1,3,2695,18,7747,192,32,2,2.6,3,3,4,2,1,2,Male,Divorced,1,0,1,3,1-3,2,1,2,2,2,Y,80,1,426,-0.416132777
397,No,45-50,46,3_Life Sciences,3,Life Sciences,Rarely,4,Research Director,Research & Development,0,0,3,17861,13,2288,1009,51,2,2.2,1,3,3,3,1,2,Male,Married,1,6,23,26,3-5,3,0,0,2,1,Y,80,1,575,-0.413474553
398,Yes,30-35,34,4_Technical Degree,4,Technical Degree,Rarely,1,Human Resources,Human Resources,0,0,3,2742,15,3072,1107,52,9,2.8,1,3,3,4,3,0,Female,Married,0,1,0,2,1-3,2,1,2,2,2,Y,80,1,1467,-0.411542411
399,No,50+,56,4_Life Sciences,4,Life Sciences,0ne,2,Healthcare Representative,Research & Development,1,0,4,6306,21,26236,667,57,1,2.4,3,3,3,1,2,2,Male,Divorced,0,1,0,13,10+,13,1,1,12,9,Y,80,1,2026,-0.410239413
400,No,40-45,44,1_Medical,1,Medical,Frequently,3,Manufacturing Director,Research & Development,0,1,3,10209,18,19719,1193,86,2,2.4,2,3,3,2,2,2,Male,Single,1,5,14,16,1-3,2,1,2,2,2,Y,80,1,1496,-0.410122375
401,No,30-35,30,3_Life Sciences,3,Life Sciences,Rarely,2,Manufacturing Director,Research & Development,0,0,4,6091,20,24793,317,43,2,2.8,3,1,4,3,3,2,Female,Single,1,2,6,11,5-8,5,0,0,4,2,Y,80,1,548,-0.409576298
402,No,40-45,42,2_Medical,2,Medical,0ne,2,Manufacturing Director,Research & Development,1,0,3,5265,16,16439,926,36,21,2.8,3,3,3,2,3,5,Female,Divorced,1,2,6,11,5-8,5,0,0,3,2,Y,80,1,270,-0.409215666
403,No,45-50,47,4_Life Sciences,4,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,0,0,3,2105,12,5411,207,64,9,2.8,2,3,3,3,3,2,Female,Single,1,4,5,7,1-3,2,1,2,2,0,Y,80,1,1856,-0.408620758
404,No,35-40,36,4_Life Sciences,4,Life Sciences,Rarely,3,Healthcare Representative,Research & Development,2,0,3,8008,12,22792,711,42,5,2.4,2,3,1,3,3,6,Female,Married,1,4,6,9,3-5,3,0,0,2,2,Y,80,1,1651,-0.407966154
405,No,35-40,35,1_Medical,1,Medical,Rarely,1,Research Scientist,Research & Development,0,0,3,2559,11,17852,1343,53,27,2.4,3,2,1,4,2,3,Female,Single,0,1,0,6,5-8,6,1,1,5,1,Y,80,1,856,-0.404189529
406,No,40-45,43,4_Other,4,Other,Rarely,4,Research Director,Research & Development,1,1,3,16627,14,2671,782,50,6,2.6,2,2,4,3,2,3,Male,Divorced,1,4,20,21,1-3,1,0,0,0,0,Y,80,1,661,-0.403295002
407,No,30-35,31,4_Marketing,4,Marketing,Rarely,2,Sales Executive,Sales,2,0,3,5468,14,13402,196,91,29,2.2,1,2,4,1,3,3,Female,Married,1,1,1,13,10+,12,0,5,7,7,Y,80,1,1784,-0.402611294
408,No,35-40,36,4_Life Sciences,4,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,1,0,3,2741,14,6865,917,60,6,2.6,3,1,3,3,3,4,Male,Divorced,0,1,0,7,5-8,7,1,1,7,7,Y,80,1,1221,-0.392421153
409,No,50+,53,4_Life Sciences,4,Life Sciences,Rarely,4,Manager,Sales,0,0,3,15427,16,22021,1219,78,2,2.6,1,2,4,3,3,3,Female,Married,1,2,6,31,10+,25,1,3,8,7,Y,80,1,23,-0.389909871
410,No,40-45,43,2_Life Sciences,2,Life Sciences,Rarely,4,Research Director,Research & Development,1,0,4,17159,24,5200,589,94,14,2.4,2,3,1,3,3,3,Male,Married,1,6,18,22,3-5,4,1,1,1,0,Y,80,1,843,-0.384321609
411,No,35-40,36,3_Life Sciences,3,Life Sciences,Rarely,1,Human Resources,Human Resources,0,0,4,2342,21,8635,1278,77,8,2,1,2,1,3,3,3,Male,Married,1,0,1,6,5-8,5,0,0,4,3,Y,80,1,878,-0.383289503
412,No,40-45,41,3_Marketing,3,Marketing,Rarely,3,Sales Executive,Sales,0,0,3,9241,12,15869,918,35,6,3,4,3,3,2,3,3,Male,Single,0,1,0,10,10+,10,0,8,8,7,Y,80,1,1708,-0.378702443
413,No,35-40,37,2_Life Sciences,2,Life Sciences,Rarely,1,Research Scientist,Research & Development,0,0,4,3022,21,10227,408,73,19,2.2,2,3,2,1,3,1,Male,Married,1,4,7,8,1-3,1,0,0,0,0,Y,80,1,61,-0.37810288
414,No,30-35,32,4_Marketing,4,Marketing,Frequently,2,Sales Executive,Sales,0,0,3,4648,13,26075,1318,79,10,3.6,4,3,4,3,4,2,Male,Single,1,8,4,4,0-1,0,0,0,0,0,Y,80,1,1853,-0.377883909
415,Yes,30-35,34,2_Marketing,2,Marketing,Frequently,1,Sales Representative,Sales,1,0,3,2351,16,12253,296,33,6,2.8,4,1,3,4,2,3,Female,Divorced,1,0,1,3,1-3,2,1,1,2,0,Y,80,1,555,-0.374469448
416,No,35-40,35,2_Medical,2,Medical,0ne,2,Manufacturing Director,Research & Development,1,0,3,5762,14,24442,1180,90,2,3,2,3,4,3,3,6,Male,Divorced,1,2,8,15,5-8,7,1,1,7,7,Y,80,1,1804,-0.372705702
417,No,30-35,30,3_Medical,3,Medical,0ne,1,Laboratory Technician,Research & Development,0,0,3,2564,14,7181,1116,49,2,3,3,3,4,3,2,2,Female,Single,1,0,1,12,10+,11,0,6,7,7,Y,80,1,571,-0.371592589
418,No,35-40,36,4_Life Sciences,4,Life Sciences,Frequently,1,Laboratory Technician,Research & Development,2,0,3,3688,18,7122,566,81,18,3.6,3,4,4,4,3,2,Male,Married,1,4,3,4,1-3,1,0,0,0,0,Y,80,1,407,-0.369850465
419,No,35-40,37,3_Life Sciences,3,Life Sciences,Rarely,2,Manufacturing Director,Research & Development,1,0,3,6474,13,9961,977,56,1,2.8,4,2,4,2,2,2,Female,Married,0,1,0,14,10+,14,1,3,8,11,Y,80,1,1196,-0.36723239
420,No,25-30,29,4_Medical,4,Medical,Rarely,3,Research Director,Research & Development,0,0,3,11935,18,21526,986,93,3,2.6,2,2,3,3,3,2,Male,Married,0,1,0,10,10+,10,0,0,2,7,Y,80,1,564,-0.366004356
421,No,30-35,34,2_Medical,2,Medical,Rarely,2,Manufacturing Director,Research & Development,0,0,3,4325,15,17736,1153,94,1,2.4,1,3,2,3,3,2,Male,Married,0,1,0,5,5-8,5,1,1,2,3,Y,80,1,110,-0.364425258
422,No,35-40,37,5_Medical,5,Medical,0ne,2,Research Scientist,Research & Development,2,1,3,4449,15,23866,1063,72,25,2.4,2,3,3,1,3,2,Female,Married,1,3,2,15,10+,13,0,10,11,7,Y,80,1,529,-0.361588974
423,Yes,30-35,31,4_Life Sciences,4,Life Sciences,Rarely,2,Sales Executive,Sales,0,1,3,6172,18,20739,249,76,6,2,2,1,3,2,2,3,Male,Married,1,4,5,12,5-8,7,0,7,7,7,Y,80,1,163,-0.356523131
424,No,<25,18,3_Life Sciences,3,Life Sciences,0ne,1,Laboratory Technician,Research & Development,0,0,3,1611,15,19305,1124,97,1,3.6,4,3,4,3,4,5,Female,Single,0,1,0,0,0-1,0,0,0,0,0,Y,80,1,1368,-0.353378543
425,No,25-30,28,3_Life Sciences,3,Life Sciences,Rarely,2,Sales Executive,Sales,1,0,3,4724,11,24232,736,48,26,2.4,3,2,1,3,3,0,Male,Married,0,1,0,5,5-8,5,0,0,3,4,Y,80,1,1387,-0.350730493
426,No,40-45,43,3_Medical,3,Medical,Rarely,3,Sales Executive,Sales,1,0,3,10798,13,5268,415,79,25,3,3,2,4,3,3,5,Male,Divorced,1,5,17,18,1-3,1,0,0,0,0,Y,80,1,1076,-0.347594611
427,No,30-35,30,3_Technical Degree,3,Technical Degree,0ne,1,Research Scientist,Research & Development,2,0,3,1274,13,7152,990,64,7,2.6,3,3,3,2,2,2,Male,Divorced,0,1,0,1,1-3,1,0,0,0,0,Y,80,1,1482,-0.346357452
428,No,<25,21,2_Medical,2,Medical,Rarely,1,Research Scientist,Research & Development,0,0,3,3230,17,10531,996,100,3,2.8,4,2,3,1,4,4,Male,Single,0,1,0,3,3-5,3,1,1,2,0,Y,80,1,379,-0.343463593
429,Yes,30-35,32,3_Life Sciences,3,Life Sciences,Rarely,1,Laboratory Technician,Research & Development,0,1,3,3730,14,9571,515,62,1,2.8,4,2,3,4,1,2,Male,Single,1,0,1,4,3-5,3,1,1,2,2,Y,80,1,331,-0.342423051
430,No,30-35,34,4_Life Sciences,4,Life Sciences,Rarely,2,Manufacturing Director,Research & Development,1,0,3,5957,13,23687,470,84,2,2.4,4,2,1,2,3,3,Male,Married,1,6,2,13,10+,11,0,5,9,9,Y,80,1,339,-0.332427004
